"","SUBTRANSECTO","CONTEO","ALTITUD","DEG","CHIL","RH_C","HI","DP","BULB","BARO","ALT","SPD","TC","TS","LHC","LONG_COLA","LONG_TOTAL","PESO","TEMP_ASF","TEMP_SUELO","CARROS_TUX","CARROS_OAX","TOTAL_CARROS","AÑO","SEMANA","DIA","DIAYEAR","TRANSECTO","RECORRIDO","VIVO","MUERTO","CAÑADA","ESCURRIMIENTOS","ALTITUD_MEAN","DIST_ELECTRICOS_MEAN","DIST_PENDIENTE_MEAN","DIST_RIOS_MEAN","DIST_AGRICOLA_MEAN","DIST_URBANIZACION_MEAN","NDWI_AGUA_MEAN","NDMI_HUMEDAD_MEAN","NDVI_VEGETACION_MEAN","LST_TEMPERATURA_MEAN"
"SEMANA",0.0919343006143346,0.0274463071614391,0.186552814385292,0.0402631973493436,0.102704504274105,-0.469066249119853,-0.0523421565541467,-0.165132732362286,-0.107368526264916,-0.196011210771494,0.199973880168407,0.0968204690127596,0.289651687862501,-0.0513522521370525,-0.0751579683854414,NA,0,-0.213884682476589,-0.0926053539034903,0.0261710782770733,0.209436636166802,-0.0288646645999119,0.136223817698613,-0.455313198259641,1,0.185013460209005,0.778358792232422,0.0330876538896638,-0.0370162537773326,-0.22148290119953,0.40642759167011,-0.405132271878526,0.174183253572904,0.118776432180564,0.252316036722553,-0.279158168288782,0.0469737302409009,0.196689665762651,0.140250137433547,-0.178500174915423,-0.0167763322288932,0.224131798578013,-0.0261710782770733
"DIA",-0.309055284038458,0.397561179646955,-0.508340403767273,0.510300585272802,0.450661391748582,-0.0130678767035289,0.508993797602449,0.543800258063554,0.478937681184333,0.496740620346516,-0.488738588711979,0.32635320027218,0.604606901404225,0.643475185172559,-0.0679529588583501,NA,0.0457411782305948,-0.354940811181765,0.7017449789795,0.757283454969498,0.102289351426618,-0.212748778845777,-0.0672995650231736,-0.0201514166152148,0.185013460209005,1,0.0879266795447991,-0.365678630721843,0.301443295697345,-0.444787101032024,0.599251365326595,-0.0167859915566148,0.30527899743053,-0.531862581833625,-0.587401057823622,-0.133292342375994,0.412944903831512,-0.577564626386211,-0.522061674305978,-0.309055284038458,0.417518660677747,0.336497825115868,0.514220948283861
"DIAYEAR",-0.0873825913007638,0.300301049848664,-0.084774155739547,-0.0267364645024725,0.0557734213152899,-0.269973080585942,-0.0423870778697735,-0.107959078686321,-0.121292253596583,0.0838232121522193,-0.0645587801401165,0.0767724973805138,0.259072235877709,-0.133725747013268,-0.18128627150457,NA,-0.428931301474889,-0.334361821948089,-0.119988035815974,-0.0606461267982913,0.356819432274428,0.124267096614769,0.219760696032518,-0.311732705304117,0.778358792232422,0.0879266795447991,1,-0.145188247164229,-0.150752254539397,-0.269037815730505,0.451375770131598,-0.192659278339174,0.203119096559219,-0.160418787014835,0.0860783735201554,-0.355399345215793,-0.0352138800764272,0.00435926379565587,-0.056733473456466,-0.211935389348867,0.104989531338977,0.319533356249062,0.149332935879663
"TRANSECTO",0.983632282681118,-0.765350341307675,0.826515179809906,-0.514261441750732,-0.528956638485033,-0.0435702890315126,-0.591499681397505,-0.643200706472437,-0.537366898055322,-0.81423662328595,0.824534712126656,-0.0363795125364146,-0.216545821833522,-0.504522936083103,-0.235675654306818,NA,0.292692211657489,0.0958743926892221,-0.639691061689935,-0.503038791545646,0.0270751837426796,0.254902949382301,0.238976433778903,-0.0407199325833598,0.0330876538896638,-0.365678630721843,-0.145188247164229,1,-0.156916140047296,-0.0408536601439392,-0.0685418600359022,-0.00847985600196124,-0.0571182166965852,0.833116738754075,0.764460525734721,0.16173819413213,-0.454187255358798,0.856811985946163,0.894511236934842,0.406656030960785,-0.522843468378152,-0.438343513892794,-0.825194868021072
"RECORRIDO",-0.133507574303661,0.11674069873636,-0.151742755184161,0.349073462569571,0.357004469454574,-0.132205061383625,0.37968251619041,0.276222436220327,0.257897558167071,0.0765474911695483,-0.090524647942482,0.398695133885822,0.251877319794128,0.513356791843439,-0.0605668507816606,NA,-0.205161975725658,0.0927769298415555,0.431783032991839,0.494303653153553,-0.378177179778066,-0.377851445773089,-0.33735084628925,0.672864166568797,-0.0370162537773326,0.301443295697345,-0.150752254539397,-0.156916140047296,1,0.080605839648275,0,0.184041895340325,0.574751813645989,-0.168675423144625,-0.262456353387196,-0.0612181072416785,0.263107609847214,-0.15170501002735,-0.10029349484275,-0.00586130814016071,0.0690331847618928,-0.0169326679604643,0.0553567991015178
"VIVO",-0.053579971977682,-0.243493225478567,0.321479831866092,-0.294689845877251,-0.24118819447136,0.107159943955364,-0.26789985988841,-0.321584259295147,-0.321479831866092,-0.294785571020551,0.26789985988841,-0.281844436317008,-0.534387860353673,-0.375181635844338,-0.241109873899569,NA,0,0.0742501473866889,-0.348269817854933,-0.428639775821456,-0.455577700668125,0.0267986882745956,-0.241109873899569,0.157377895072927,-0.22148290119953,-0.444787101032024,-0.269037815730505,-0.0408536601439392,0.080605839648275,1,-0.794719414239026,0.114707866935281,-0.132453235706504,0.214319887910728,0.187529901921887,-0.214319887910728,-0.241109873899569,0.275519384388992,0.241109873899569,0.187529901921887,-0.053579971977682,-0.214319887910728,-0.107159943955364
"MUERTO",-0.0449466574975495,0.340432136754301,-0.337099931231621,0.404519917477945,0.359690061432228,-0.202259958738973,0.382046588729171,0.42713194795077,0.404519917477945,0.292248174913685,-0.269679944985297,0.439086107921318,0.460734491314464,0.472093205629799,0.0898933149950989,NA,0,-0.31143128864664,0.449466574975495,0.516886561221819,0.325969118172956,-0.1573644018766,0.0898933149950989,-0.198029508595335,0.40642759167011,0.599251365326595,0.451375770131598,-0.0685418600359022,0,-0.794719414239026,1,-0.288675134594813,0.166666666666667,-0.337099931231621,-0.314626602482846,-0.0449466574975495,0.179786629990198,-0.323575114464717,-0.292153273734072,-0.134839972492648,0.0674199862463242,0.157313301241423,0.247206616236522
"CAÑADA",0.0166821202320326,0.0589645757387686,-0.100092721392196,-0.150139082088294,-0.133500313152469,0.333642404640653,-0.133456961856261,-0.191906700156674,-0.166821202320326,0.216938008872762,-0.200185442784392,0.158789774819016,0.175625043328552,-0.0500626174321759,-0.116774841624228,NA,-0.24330012062823,-0.0184942222286616,0,0,0.00834376957202931,0.250313087160879,0.133456961856261,0.342997170285018,-0.405132271878526,-0.0167859915566148,-0.192659278339174,-0.00847985600196124,0.184041895340325,0.114707866935281,-0.288675134594813,1,0.288675134594813,-0.166821202320326,0,0.200185442784392,0.233549683248457,-0.111517821399971,-0.0667284809281305,-0.0500463606960979,0.216867563016424,0.100092721392196,0.0166821202320326
"ESCURRIMIENTOS",-0.0449466574975495,-0.0567386894590502,-0.112366643743874,-0.0898933149950989,-0.0449612576790284,-0.0898933149950989,-0.0224733287487747,-0.0337209432592713,-0.112366643743874,0.0786822009382998,-0.0449466574975495,0.292724071947546,0.336211655824068,0.359690061432228,0,NA,-0.327761910323346,-0.348803043284237,0.202259958738973,0.314626602482846,0,-0.0899225153580569,0.202259958738973,0.198029508595335,0.174183253572904,0.30527899743053,0.203119096559219,-0.0571182166965852,0.574751813645989,-0.132453235706504,0.166666666666667,0.288675134594813,1,-0.112366643743874,0,-0.0674199862463242,0.382046588729171,-0.057781270440128,-0.0898933149950989,0.0449466574975495,0.157313301241423,0.0449466574975495,-0.0449466574975495
"ALTITUD_MEAN",0.845454545454545,-0.805940626934108,0.923376623376623,-0.633766233766234,-0.615784378043997,-0.250649350649351,-0.725974025974026,-0.789217319961451,-0.711688311688312,-0.908087089140831,0.931168831168831,-0.271308259162023,-0.300792603759119,-0.668398866041427,-0.180519480519481,NA,0.321995107939862,0.241881905632107,-0.792207792207792,-0.71038961038961,-0.0214355321471011,0.257875947345429,0.176623376623377,-0.180240481069161,0.118776432180564,-0.531862581833625,-0.160418787014835,0.833116738754075,-0.168675423144625,0.214319887910728,-0.337099931231621,-0.166821202320326,-0.112366643743874,1,0.845454545454545,0.144155844155844,-0.371428571428571,0.928268797222682,0.922077922077922,0.509090909090909,-0.615584415584416,-0.511688311688312,-0.85974025974026
