"","SUBTRANSECTO","CONTEO","ALTITUD","DEG","CHIL","RH_C","HI","DP","BULB","BARO","ALT","SPD","TC","TS","LHC","LONG_COLA","LONG_TOTAL","PESO","TEMP_ASF","TEMP_SUELO","CARROS_TUX","CARROS_OAX","TOTAL_CARROS","AÑO","SEMANA","DIA","DIAYEAR","TRANSECTO","RECORRIDO","VIVO","MUERTO","CAÑADA","ESCURRIMIENTOS","ALTITUD_MEAN","DIST_ELECTRICOS_MEAN","DIST_PENDIENTE_MEAN","DIST_RIOS_MEAN","DIST_AGRICOLA_MEAN","DIST_URBANIZACION_MEAN","NDWI_AGUA_MEAN","NDMI_HUMEDAD_MEAN","NDVI_VEGETACION_MEAN","LST_TEMPERATURA_MEAN"
"CARROS_TUX",0.0103896103896104,0.140901664621543,-0.119480519480519,-0.136363636363636,-0.122077922077922,0.285714285714286,-0.102630729673999,-0.00649350649350649,-0.0935064935064935,0.228571428571429,-0.336363636363636,-0.201298701298701,0.0449812584707243,-0.038961038961039,0.306493506493506,-0.289987241285242,-0.267880590604304,-0.0627670887396016,0.0961038961038961,-0.0636363636363636,1,0.55974025974026,0.715584415584416,-0.133949929944205,0.156090720549518,-0.0592643378616249,0.0664715902170279,0.0224453004101732,-0.218822170566,-0.179786629990198,0.179786629990198,0.365563077506965,0.241109873899569,-0.0662337662337662,0.124675324675325,0.303896103896104,0.0688311688311688,-0.102176349622353,-0.11038961038961,-0.216883116883117,0.00649350649350649,0.220779220779221,0.0012987012987013
"CARROS_OAX",0.141558441558442,0.0404439963265541,0.074025974025974,-0.379220779220779,-0.38961038961039,0.279220779220779,-0.40077949499277,-0.319480519480519,-0.415584415584416,-0.0727272727272727,-0.116883116883117,-0.327272727272727,-0.32942156938854,-0.464935064935065,0.0584415584415584,-0.201560638561491,-0.132639904085626,-0.0758435655603519,-0.341558441558442,-0.332467532467532,0.55974025974026,1,0.575324675324675,-0.187529901921887,0.142259897209687,-0.177141757124857,0.200718135165143,0.137312426038706,-0.164767884384518,-0.157313301241423,0.157313301241423,-0.0696310623822791,-0.026789985988841,0.0532467532467532,0.205194805194805,-0.292207792207792,-0.190909090909091,0.143581144894156,0.0324675324675325,0.251948051948052,-0.341558441558442,-0.245454545454545,-0.187012987012987
"TOTAL_CARROS",-0.253246753246753,0.213309464496503,-0.087012987012987,-0.215584415584416,-0.220779220779221,-0.0272727272727273,-0.0954855522916324,-0.166233766233766,-0.146753246753247,0.120779220779221,-0.283116883116883,-0.177922077922078,-0.277825419966238,-0.258441558441558,0.381818181818182,-0.178153596664028,-0.145643816250884,0.10265034304289,-0.154545454545455,-0.305194805194805,0.715584415584416,0.575324675324675,1,-0.080369957966523,0.182435145958719,-0.0547055426414999,0.190942901309698,-0.234355342517985,-0.491698627313482,0.134839972492648,-0.134839972492648,0.174077655955698,0.133949929944205,-0.0402597402597403,0.227272727272727,0.127272727272727,0.0597402597402597,-0.0240414940287889,-0.114285714285714,-0.074025974025974,-0.138961038961039,0.0701298701298701,-0.0376623376623377
"AÑO",0.026789985988841,-0.148019273935192,0,0.187529901921887,0.187529901921887,-0.080369957966523,0.24118819447136,0.214319887910728,0.26789985988841,-0.026789985988841,-0.026789985988841,0.294689845877251,-0.0545815534604222,0.214319887910728,0,0.0268248461024673,0,0.202309009293529,0.214319887910728,0.187529901921887,-0.133949929944205,-0.187529901921887,-0.080369957966523,1,-0.393994309175786,-0.201514599120687,-0.416735792230487,0.0817073202878783,0.389594891633329,0.132453235706504,-0.132453235706504,0.205195670417031,0.105263157894737,0,-0.080369957966523,0.160739915933046,-0.133949929944205,0.0413279076583488,0.080369957966523,0.133949929944205,-0.133949929944205,-0.214319887910728,-0.080369957966523
"SEMANA",-0.362894460011749,0.606048396762136,-0.488689091340685,0.408997204477851,0.38528722160957,0.125794631328937,0.324800515005903,0.37870111525727,0.351039468577608,0.312181441099036,-0.422828027817682,0.312840051734266,-0.0449517860510034,0.216024288355451,-0.0428096912899522,-0.178715731409084,-0.146401816873862,-0.4270670649116,0.233148164871432,0.347087804766228,0.156090720549518,0.142259897209687,0.182435145958719,-0.393994309175786,1,0.686965368417366,0.857615701540177,-0.414129024699603,0.10502643613304,-0.421685427971242,0.421685427971242,0.273668107221622,-0.122274095951106,-0.432048576710902,-0.370139176999279,-0.0408338593842621,0.526888508184027,-0.385069287483273,-0.425462470358602,-0.0678368954286935,0.0856193825799044,0.096815763378815,0.256858147739713
"DIA",-0.646046408337713,0.697416699941819,-0.661676563378142,0.778902726181356,0.76848262282107,0.0579618249415892,0.75765729557604,0.745037390260428,0.720289644779749,0.597853430296392,-0.552265478095142,0.243569916046678,0.221585797533475,0.579618249415892,-0.160209089164393,-0.25040789715491,-0.299315689567979,-0.498364513021639,0.610227303036731,0.68056300071866,-0.0592643378616249,-0.177141757124857,-0.0547055426414999,-0.201514599120687,0.686965368417366,1,0.588235419760665,-0.690232388182727,0.235467015022861,-0.326819658739876,0.326819658739876,0.122211995428815,-0.214948905728733,-0.621949919317053,-0.706613259119374,-0.0208402067205714,0.573105684815714,-0.673463079834438,-0.666886615058285,-0.339955872129321,0.38880010663066,0.329535768769035,0.651256460017856
"DIAYEAR",-0.407301410643553,0.559083739288969,-0.471817954089492,0.355818512338208,0.337571409141377,0.147280190088709,0.282921972250903,0.323886081743754,0.31085243660316,0.359728605880386,-0.45552589766375,0.198763088394054,-0.21841135077196,0.0280223370522765,-0.137504956233264,-0.174878106977341,-0.144209185231314,-0.378939047312483,0.0619098144178201,0.237212341558805,0.0664715902170279,0.200718135165143,0.190942901309698,-0.416735792230487,0.857615701540177,0.588235419760665,1,-0.455155568256735,0.046405238670008,-0.360864370992581,0.360864370992581,0.0524108137160205,-0.241975621295121,-0.466604496033255,-0.365593746193653,-0.10361747886772,0.265886360868112,-0.350523596184193,-0.381234120362366,-0.198763088394054,0.131639815919996,0.241774117358013,0.355818512338208
"TRANSECTO",0.983632282681118,-0.859146086752143,0.848960480220079,-0.641011373478769,-0.641011373478769,0.0435702890315126,-0.713199962002292,-0.639691061689935,-0.689862909665617,-0.848960480220079,0.801429255822066,-0.227753783573816,-0.0591796765913486,-0.511620818173065,0.199367080113891,0.240609428517925,0.349676889247205,0.407463257980452,-0.553870795415744,-0.54198798931624,0.0224453004101732,0.137312426038706,-0.234355342517985,0.0817073202878783,-0.414129024699603,-0.690232388182727,-0.455155568256735,1,0.11619739484515,0.0685418600359022,-0.0685418600359022,-0.159276889462277,-0.0817073202878783,0.833116738754075,0.764460525734721,0.16173819413213,-0.454187255358798,0.856811985946163,0.894511236934842,0.406656030960785,-0.522843468378152,-0.438343513892794,-0.825194868021072
"RECORRIDO",0.145881447044,-0.00817796317943033,-0.0989909819227142,0.446110675112232,0.43438805883191,0.099642238382732,0.313030378782706,0.382938798490499,0.357539796549803,0.00390753876010714,0.0267015148607321,0.524912706774392,0.125388370460559,0.402476492291035,-0.196679450925393,0.0971634809272959,0.0332572988408865,-0.0134427269959784,0.358191053009821,0.522307680934321,-0.218822170566,-0.164767884384518,-0.491698627313482,0.389594891633329,0.10502643613304,0.235467015022861,0.046405238670008,0.11619739484515,1,-0.371898232359169,0.371898232359169,0.0698354259593231,0.120908759472412,-0.0846633398023213,-0.285901585947839,-0.0338653359209285,0.0788020316621606,-0.0636290329033034,-0.0338653359209285,0.132856317843643,-0.177141757124857,-0.142625164743911,0.0560080555615356
"VIVO",0.0449466574975495,-0.293490366640725,0.337099931231621,-0.42699324622672,-0.42699324622672,-0.224733287487747,-0.314728803753199,-0.494413232473044,-0.382046588729171,-0.292153273734072,0.292153273734072,-0.269679944985297,-0.29761455522216,-0.337099931231621,0.0224733287487747,0,0,0.497819104421562,-0.269679944985297,-0.471939903724269,-0.179786629990198,-0.157313301241423,0.134839972492648,0.132453235706504,-0.421685427971242,-0.326819658739876,-0.360864370992581,0.0685418600359022,-0.371898232359169,1,-1,0.0430331482911935,0.331133089266261,0.337099931231621,0.314626602482846,0.0449466574975495,-0.179786629990198,0.323575114464717,0.292153273734072,0.134839972492648,-0.0674199862463242,-0.157313301241423,-0.247206616236522
"MUERTO",-0.0449466574975495,0.293490366640725,-0.337099931231621,0.42699324622672,0.42699324622672,0.224733287487747,0.314728803753199,0.494413232473044,0.382046588729171,0.292153273734072,-0.292153273734072,0.269679944985297,0.29761455522216,0.337099931231621,-0.0224733287487747,0,0,-0.497819104421562,0.269679944985297,0.471939903724269,0.179786629990198,0.157313301241423,-0.134839972492648,-0.132453235706504,0.421685427971242,0.326819658739876,0.360864370992581,-0.0685418600359022,0.371898232359169,-1,1,-0.0430331482911935,-0.331133089266261,-0.337099931231621,-0.314626602482846,-0.0449466574975495,0.179786629990198,-0.323575114464717,-0.292153273734072,-0.134839972492648,0.0674199862463242,0.157313301241423,0.247206616236522
"CAÑADA",-0.121854359168988,0.375979861520685,-0.261116483933547,0.0522232967867093,0.0522232967867093,-0.0522232967867093,0.0348268404430835,0.104446593573419,0.104446593573419,0.295932015124686,-0.348155311911396,0.382970843102535,-0.141865380426382,0.191485421551268,0.0522232967867093,-0.296317092730818,-0.278886675511359,-0.0525830482049619,0.295932015124686,0.191485421551268,0.365563077506965,-0.0696310623822791,0.174077655955698,0.205195670417031,0.273668107221622,0.122211995428815,0.0524108137160205,-0.159276889462277,0.0698354259593231,0.0430331482911935,-0.0430331482911935,1,0.512989176042577,-0.278524249529117,-0.0870388279778489,0.330747546315826,0.400378608698105,-0.259591641839294,-0.208893187146837,-0.174077655955698,0.261116483933547,0.243708718337977,0.121854359168988
"ESCURRIMIENTOS",-0.080369957966523,0.13456297630472,-0.133949929944205,-0.187529901921887,-0.187529901921887,-0.107159943955364,-0.187590817922169,-0.187529901921887,-0.160739915933046,0.107159943955364,-0.080369957966523,0.160739915933046,0.0272907767302111,0.133949929944205,-0.26789985988841,-0.348722999332074,-0.456022383741943,0.0809236037174115,0.214319887910728,0,0.241109873899569,-0.026789985988841,0.133949929944205,0.105263157894737,-0.122274095951106,-0.214948905728733,-0.241975621295121,-0.0817073202878783,0.120908759472412,0.331133089266261,-0.331133089266261,0.512989176042577,1,0,0,0.026789985988841,0.241109873899569,-0.068879846097248,-0.133949929944205,0.187529901921887,0.026789985988841,-0.080369957966523,-0.053579971977682
"ALTITUD_MEAN",0.845454545454545,-0.8715028885851,0.928571428571429,-0.696103896103896,-0.68961038961039,-0.235064935064935,-0.685287467127022,-0.777922077922078,-0.766233766233766,-0.928571428571429,0.898701298701299,-0.376623376623377,-0.0582110403738785,-0.61038961038961,0.161038961038961,0.187256335179708,0.265279808171253,0.50802112448615,-0.653246753246753,-0.723376623376623,-0.0662337662337662,0.0532467532467532,-0.0402597402597403,0,-0.432048576710902,-0.621949919317053,-0.466604496033255,0.833116738754075,-0.0846633398023213,0.337099931231621,-0.337099931231621,-0.278524249529117,0,1,0.845454545454545,0.144155844155844,-0.371428571428571,0.928268797222682,0.922077922077922,0.509090909090909,-0.615584415584416,-0.511688311688312,-0.85974025974026
"DIST_ELECTRICOS_MEAN",0.753246753246753,-0.729296578920765,0.88051948051948,-0.807792207792208,-0.81038961038961,-0.297402597402597,-0.776226088357148,-0.849350649350649,-0.818181818181818,-0.846753246753247,0.796103896103896,-0.284415584415584,-0.304284983772547,-0.74025974025974,0.457142857142857,0.274382546686933,0.400520494689931,0.596941166867252,-0.75974025974026,-0.820779220779221,0.124675324675325,0.205194805194805,0.227272727272727,-0.080369957966523,-0.370139176999279,-0.706613259119374,-0.365593746193653,0.764460525734721,-0.285901585947839,0.314626602482846,-0.314626602482846,-0.0870388279778489,0,0.845454545454545,1,0.112987012987013,-0.446753246753247,0.899552568243851,0.872727272727273,0.297402597402597,-0.466233766233766,-0.287012987012987,-0.768831168831169
