Meses,Transect,Subtransec,Cuadrante,NDWI (Agua),NDMI (Humedad),NDVI (Vegetación),LST (Temperatura)
OctubreB,5,18,35,-0.06501548,0.218445599,0.03112752,7.783172607
OctubreB,5,18,35,-0.063211128,0.200960696,0.02897503,7.84173584
OctubreB,5,18,35,-0.063984983,0.215280473,0.031598724,7.758087158
OctubreB,5,18,35,-0.061170198,0.210526302,0.030486785,7.794342041
OctubreB,5,18,35,-0.061612453,0.199130863,0.031102305,7.83895874
OctubreB,5,18,36,-0.034446832,0.219143048,0.011624903,7.791564941
OctubreB,5,18,36,-0.045722112,0.230944484,0.022068093,7.805480957
OctubreB,5,18,36,-0.046817042,0.239593819,0.02094637,7.819458008
OctubreB,5,18,36,-0.059099339,0.227511212,0.032227557,7.763671875
OctubreB,5,18,36,-0.052391779,0.202518865,0.02314613,7.774841309
OctubreB,5,18,36,-0.056549445,0.197948247,0.027668493,7.791564941
OctubreB,5,18,36,-0.056945987,0.190528974,0.028387696,7.752502441
OctubreB,5,18,36,-0.060047727,0.191181973,0.030010331,7.752502441
OctubreB,5,18,36,-0.058823504,0.183794022,0.028917272,7.763671875
OctubreB,5,19,37,-0.066859633,0.151335329,0.035465997,7.997680664
OctubreB,5,19,37,-0.063513748,0.204719096,0.038426291,7.986572266
OctubreB,5,19,37,-0.059987724,0.208104596,0.033028919,7.97543335
OctubreB,5,19,37,-0.069476411,0.167923361,0.039569333,7.964294434
OctubreB,5,19,37,-0.061413642,0.177075282,0.032694481,7.961517334
OctubreB,5,19,37,-0.0512092,0.174976408,0.025233986,7.955963135
OctubreB,5,19,37,-0.068073146,0.180209652,0.034700796,7.897460938
OctubreB,5,19,37,-0.058456447,0.192820117,0.027742343,7.900268555
OctubreB,5,19,37,-0.051161364,0.172962874,0.021615621,7.905822754
OctubreB,5,19,38,-0.076866053,0.101504236,0.055346996,8.13949585
OctubreB,5,19,38,-0.090392411,0.138682812,0.054991558,8.103363037
OctubreB,5,19,38,-0.068760164,0.134591416,0.036220435,8.078369141
OctubreB,5,19,38,-0.092646107,0.119237684,0.059741519,8.181182861
OctubreB,5,19,38,-0.062350795,0.126113355,0.038648203,8.128387451
OctubreB,5,19,38,-0.060838033,0.126529261,0.035906952,8.075561523
OctubreB,5,19,38,-0.083757289,0.107251488,0.060595017,8.183929443
OctubreB,5,19,38,-0.07559669,0.136446431,0.043953136,8.122833252
OctubreB,5,19,38,-0.061994996,0.121620521,0.033965576,8.058898926
OctubreB,5,20,39,-0.083594874,0.071468875,0.056271438,8.228363037
OctubreB,5,20,39,-0.090491392,0.074289069,0.058253359,8.297790527
OctubreB,5,20,39,-0.084536508,0.073418237,0.05506362,8.311645508
OctubreB,5,20,39,-0.085825615,0.066704921,0.053696301,8.214508057
OctubreB,5,20,39,-0.083987005,0.067353219,0.055719659,8.300537109
OctubreB,5,20,39,-0.085784592,0.076991327,0.059825335,8.311645508
OctubreB,5,20,39,-0.088319644,0.069041841,0.056599986,8.228363037
OctubreB,5,20,39,-0.091494553,0.074199542,0.059267215,8.308868408
OctubreB,5,20,39,-0.093911983,0.084369026,0.064523704,8.278320313
OctubreB,5,20,40,-0.076002888,0.084043078,0.046540491,7.819458008
OctubreB,5,20,40,-0.076279528,0.079289325,0.047664631,7.889099121
OctubreB,5,20,40,-0.083024405,0.078283258,0.05015884,7.972625732
OctubreB,5,20,40,-0.080556422,0.082219504,0.048171975,7.861236572
OctubreB,5,20,40,-0.082102768,0.078644142,0.050114661,7.91418457
OctubreB,5,20,40,-0.083376944,0.074567474,0.050308596,7.978210449
OctubreB,5,20,40,-0.080547504,0.073335521,0.048032835,7.922515869
OctubreB,5,20,40,-0.078146592,0.069089681,0.047803096,7.972625732
OctubreB,5,20,40,-0.083242804,0.074396476,0.052113496,8.028289795
