Meses,Transect,Subtransec,Cuadrante,NDWI (Agua),NDMI (Humedad),NDVI (Vegetación),LST (Temperatura)
Mayo,3,12,24,-0.55368,0.33839,0.58321,8.30054
Mayo,3,12,24,-0.52927,0.32323,0.55718,8.23672
Mayo,3,12,24,-0.57251,0.31337,0.60894,8.27002
Mayo,3,12,24,-0.5914,0.34648,0.62485,8.2811
Mayo,3,12,24,-0.56977,0.3343,0.59875,8.24503
Mayo,3,12,24,-0.62851,0.34111,0.66814,8.15894
Mayo,3,12,24,-0.61152,0.32268,0.64538,8.20618
Mayo,3,12,24,-0.56028,0.31707,0.58824,8.2034
Mayo,4,13,25,-0.40492,0.18851,0.40492,5.95685
Mayo,4,13,25,-0.38566,0.17192,0.36675,5.69522
Mayo,4,13,25,-0.34989,0.14443,0.34264,5.43002
Mayo,4,13,25,-0.42326,0.21035,0.43106,6.19513
Mayo,4,13,25,-0.42232,0.2121,0.42821,5.9483
Mayo,4,13,25,-0.42294,0.20164,0.41836,5.69806
Mayo,4,13,25,-0.46388,0.23992,0.47634,6.40176
Mayo,4,13,25,-0.47032,0.25066,0.48998,6.17249
Mayo,4,13,25,-0.44476,0.23824,0.46121,5.93979
Mayo,4,13,26,-0.60604,0.3299,0.63906,7.38083
Mayo,4,13,26,-0.59448,0.31655,0.62581,7.27719
Mayo,4,13,26,-0.57084,0.31416,0.60557,7.08362
Mayo,4,13,26,-0.57313,0.31665,0.60092,7.51794
Mayo,4,13,26,-0.5905,0.32189,0.62508,7.44241
Mayo,4,13,26,-0.58605,0.30818,0.61985,7.27438
Mayo,4,13,26,-0.58525,0.32111,0.61876,7.60736
Mayo,4,13,26,-0.59045,0.31076,0.62565,7.54309
Mayo,4,13,26,-0.60713,0.30989,0.64305,7.38364
Mayo,4,14,27,-0.54915,0.30907,0.58775,7.61575
Mayo,4,14,27,-0.57776,0.30412,0.61195,7.65204
Mayo,4,14,27,-0.62482,0.33708,0.66075,7.66321
Mayo,4,14,27,-0.54994,0.28853,0.58912,7.61295
Mayo,4,14,27,-0.57885,0.3182,0.62048,7.62689
Mayo,4,14,27,-0.60247,0.33771,0.64971,7.61295
Mayo,4,14,27,-0.56592,0.29975,0.60626,7.54309
Mayo,4,14,27,-0.57961,0.32351,0.62965,7.5459
Mayo,4,14,27,-0.58475,0.32927,0.63268,7.5235
Mayo,4,14,28,-0.61588,0.32219,0.65947,7.2099
Mayo,4,14,28,-0.57984,0.31222,0.61672,7.2099
Mayo,4,14,28,-0.56815,0.31528,0.60147,7.17905
Mayo,4,14,28,-0.59784,0.31641,0.6379,7.03586
Mayo,4,14,28,-0.53834,0.30709,0.57096,6.76016
Mayo,4,14,28,-0.55994,0.30815,0.59437,6.9628
Mayo,4,14,28,-0.54656,0.31687,0.58096,6.84464
Mayo,4,14,28,-0.53834,0.30709,0.57096,6.76016
Mayo,4,14,28,-0.54028,0.30148,0.57095,6.66998
Mayo,4,15,29,-0.60449,0.30701,0.64182,7.14258
Mayo,4,15,29,-0.62271,0.31404,0.65761,6.97684
Mayo,4,15,29,-0.58187,0.32443,0.61749,6.76862
Mayo,4,15,29,-0.57547,0.28916,0.60218,6.92343
Mayo,4,15,29,-0.60767,0.31506,0.6473,6.74326
Mayo,4,15,29,-0.58164,0.30803,0.61543,6.543
Mayo,4,15,29,-0.55768,0.30451,0.58547,6.7489
Mayo,4,15,29,-0.59415,0.32268,0.62327,6.54865
Mayo,4,15,29,-0.50959,0.26602,0.52833,6.34799
Mayo,4,15,30,-0.43099,0.20346,0.42968,6.70383
Mayo,4,15,30,-0.52888,0.25993,0.54908,6.84747
Mayo,4,15,30,-0.57102,0.29052,0.59755,6.95999
Mayo,4,15,30,-0.36882,0.15529,0.35942,6.68689
Mayo,4,15,30,-0.51826,0.25322,0.53038,6.86996
Mayo,4,15,30,-0.5918,0.31865,0.63435,6.98529
Mayo,4,15,30,-0.37209,0.15666,0.36862,6.7179
Mayo,4,15,30,-0.5411,0.26215,0.55383,6.94312
Mayo,4,15,30,-0.61157,0.317,0.65383,7.06677
Mayo,4,16,31,-0.43648,0.20037,0.42756,6.22913
Mayo,4,16,31,-0.42838,0.19794,0.42121,6.37909
Mayo,4,16,31,-0.52219,0.24938,0.52103,6.59381
Mayo,4,16,31,-0.34368,0.14894,0.33144,6.03635
Mayo,4,16,31,-0.33976,0.14418,0.32393,6.24045
Mayo,4,16,31,-0.37738,0.16434,0.37215,6.51758
Mayo,4,16,31,-0.32577,0.13835,0.31357,5.98523
Mayo,4,16,31,-0.31306,0.12464,0.29518,6.21213
Mayo,4,16,31,-0.32207,0.12826,0.30826,6.48935
Mayo,4,16,32,-0.41829,0.19151,0.41325,6.24045
Mayo,4,16,32,-0.37108,0.15426,0.35756,6.07889
Mayo,4,16,32,-0.37607,0.16152,0.36768,5.95117
Mayo,4,16,32,-0.39328,0.17958,0.39661,6.17249
Mayo,4,16,32,-0.33826,0.13856,0.33318,6.01364
Mayo,4,16,32,-0.3523,0.14028,0.34313,5.89151
Mayo,4,16,32,-0.44631,0.23172,0.45879,6.26877
Mayo,4,16,32,-0.42173,0.20116,0.42254,6.16397
Mayo,4,16,32,-0.39119,0.17665,0.39119,6.09875
Mayo,5,17,33,-0.62642,0.32288,0.66782,7.72183
Mayo,5,17,33,-0.62608,0.32293,0.66519,7.66602
Mayo,5,17,33,-0.62544,0.31856,0.66025,7.4592
Mayo,5,17,33,-0.6347,0.3357,0.6785,7.8027
Mayo,5,17,33,-0.61166,0.30566,0.64936,7.64645
Mayo,5,17,33,-0.64122,0.32496,0.6777,7.40323
Mayo,5,17,33,-0.61206,0.30689,0.64498,7.8027
Mayo,5,17,33,-0.60073,0.31021,0.62867,7.58221
Mayo,5,17,33,-0.59551,0.2981,0.62234,7.31363
Mayo,5,17,34,-0.52036,0.23721,0.53201,7.1145
Mayo,5,17,34,-0.61421,0.31032,0.64592,7.40881
Mayo,5,17,34,-0.60637,0.29498,0.63967,7.54309
Mayo,5,17,34,-0.52783,0.24392,0.53957,7.10608
Mayo,5,17,34,-0.52783,0.24392,0.53957,7.10608
Mayo,5,17,34,-0.61407,0.31424,0.64948,7.5878
Mayo,5,17,34,-0.56064,0.26648,0.5798,7.11731
Mayo,5,17,34,-0.62761,0.31371,0.66443,7.48718
Mayo,5,17,34,-0.59748,0.30278,0.63187,7.62411
Mayo,5,18,35,-0.28574,0.10139,0.26152,4.96066
Mayo,5,18,35,-0.27776,0.10682,0.25412,5.30145
Mayo,5,18,35,-0.28674,0.12137,0.26385,5.65533
Mayo,5,18,35,-0.30344,0.11742,0.28521,5.20135
Mayo,5,18,35,-0.29042,0.11871,0.26354,5.58127
Mayo,5,18,35,-0.31138,0.13341,0.29737,5.99661
Mayo,5,18,35,-0.29789,0.11211,0.27356,5.39865
Mayo,5,18,35,-0.30349,0.11719,0.28366,5.82043
Mayo,5,18,35,-0.39248,0.16054,0.37446,6.28009
Mayo,5,18,36,-0.14383,0.11137,0.11578,3.43695
Mayo,5,18,36,-0.142,0.10388,0.1178,3.56802
Mayo,5,18,36,-0.15626,0.10087,0.12404,3.76569
Mayo,5,18,36,-0.15926,0.10551,0.12362,3.55634
Mayo,5,18,36,-0.16886,0.09957,0.13419,3.69016
Mayo,5,18,36,-0.16989,0.09547,0.14015,3.91949
Mayo,5,18,36,-0.15707,0.0997,0.12435,3.74826
Mayo,5,18,36,-0.16983,0.09577,0.1371,3.87308
Mayo,5,18,36,-0.1825,0.08563,0.15352,4.11935
Mayo,5,19,37,-0.15479,0.09715,0.12131,3.52725
Mayo,5,19,37,-0.13666,0.09957,0.1064,3.51559
Mayo,5,19,37,-0.13403,0.09944,0.10372,3.47482
Mayo,5,19,37,-0.14575,0.10801,0.11428,3.46899
Mayo,5,19,37,-0.13429,0.10449,0.10339,3.45737
Mayo,5,19,37,-0.1348,0.10722,0.10358,3.42819
Mayo,5,19,37,-0.13672,0.11141,0.10475,3.40198
Mayo,5,19,37,-0.12937,0.1103,0.09889,3.40491
Mayo,5,19,37,-0.12775,0.10697,0.09633,3.40491
Mayo,5,19,38,-0.13759,0.08728,0.10569,3.31448
Mayo,5,19,38,-0.14274,0.08628,0.11083,3.29697
Mayo,5,19,38,-0.15108,0.08717,0.11776,3.37576
Mayo,5,19,38,-0.13813,0.08682,0.10636,3.224
Mayo,5,19,38,-0.14444,0.08627,0.11204,3.25027
Mayo,5,19,38,-0.15585,0.08876,0.1205,3.35822
Mayo,5,19,38,-0.1544,0.09574,0.12034,3.1539
Mayo,5,19,38,-0.15761,0.09394,0.12317,3.20648
Mayo,5,19,38,-0.15889,0.09173,0.12395,3.32031
Mayo,5,20,39,-0.17872,0.12725,0.15301,3.62909
Mayo,5,20,39,-0.15293,0.10662,0.12628,3.45737
Mayo,5,20,39,-0.14761,0.10385,0.11751,3.32617
Mayo,5,20,39,-0.17402,0.12411,0.15003,3.49231
Mayo,5,20,39,-0.15666,0.10646,0.12555,3.35532
Mayo,5,20,39,-0.16056,0.10185,0.12885,3.23859
Mayo,5,20,39,-0.17587,0.11124,0.15578,3.45737
Mayo,5,20,39,-0.16203,0.10343,0.13699,3.31738
Mayo,5,20,39,-0.17544,0.09437,0.13978,3.18893
Mayo,5,20,40,-0.25914,0.12076,0.23855,4.76251
Mayo,5,20,40,-0.21542,0.122,0.19478,4.36499
Mayo,5,20,40,-0.20723,0.12344,0.19108,4.00644
Mayo,5,20,40,-0.25859,0.12397,0.24443,4.78552
Mayo,5,20,40,-0.22031,0.11676,0.1966,4.31595
Mayo,5,20,40,-0.20399,0.10993,0.18104,3.92236
Mayo,5,20,40,-0.29639,0.14163,0.29886,4.93198
Mayo,5,20,40,-0.25639,0.11807,0.24744,4.40829
Mayo,5,20,40,-0.24119,0.11791,0.22435,3.98907
Octubre,1,1,1,-0.1422,0.12345,0.14659,12.47308
Octubre,1,1,1,-0.14471,0.12215,0.15056,12.38779
Octubre,1,1,1,-0.1525,0.12625,0.15939,12.2944
Octubre,1,1,1,-0.14249,0.11236,0.1478,12.20096
Octubre,1,1,1,-0.14248,0.11529,0.14956,12.07001
Octubre,1,1,1,-0.15147,0.12997,0.15857,11.97632
Octubre,1,1,1,-0.15098,0.12289,0.16183,11.81827
Octubre,1,1,1,-0.15328,0.13149,0.16033,11.69217
Octubre,1,1,1,-0.14786,0.12905,0.1475,11.60626
Octubre,1,1,2,-0.15605,0.13438,0.17138,11.69217
Octubre,1,1,2,-0.16905,0.16181,0.19713,12.04858
Octubre,1,1,2,-0.16954,0.15105,0.18845,12.34244
Octubre,1,1,2,-0.15727,0.13592,0.17609,11.86118
Octubre,1,1,2,-0.16643,0.14571,0.18599,12.2063
Octubre,1,1,2,-0.15247,0.13423,0.17127,12.45709
Octubre,1,1,2,-0.15461,0.13926,0.16188,11.85043
Octubre,1,1,2,-0.16578,0.14055,0.17579,12.11011
Octubre,1,1,2,-0.1621,0.13219,0.17948,12.27573
Octubre,1,2,3,-0.10523,0.09948,0.10677,9.23395
Octubre,1,2,3,-0.11002,0.09631,0.10374,9.34937
Octubre,1,2,3,-0.08802,0.08919,0.09248,9.47012
Octubre,1,2,3,-0.13703,0.10384,0.13417,9.62357
Octubre,1,2,3,-0.13087,0.10946,0.13552,9.86703
Octubre,1,2,3,-0.12951,0.11046,0.13172,10.12894
Octubre,1,2,3,-0.13145,0.12134,0.12678,9.92712
Octubre,1,2,3,-0.14139,0.11458,0.13869,10.27875
Octubre,1,2,3,-0.13136,0.10195,0.13178,10.6319
Octubre,1,2,4,-0.11704,0.17071,0.11368,10.23788
Octubre,1,2,4,-0.11803,0.15099,0.12172,9.77682
Octubre,1,2,4,-0.11613,0.14164,0.11292,9.35211
Octubre,1,2,4,-0.09832,0.14435,0.08726,9.83698
Octubre,1,2,4,-0.10678,0.15151,0.09562,9.50577
Octubre,1,2,4,-0.10321,0.13865,0.09504,9.2037
Octubre,1,2,4,-0.0921,0.13273,0.08253,9.41251
Octubre,1,2,4,-0.09393,0.13763,0.08165,9.23123
Octubre,1,2,4,-0.09297,0.13436,0.08193,9.13495
Octubre,1,3,5,-0.17164,0.22207,0.16598,11.37497
Octubre,1,3,5,-0.14777,0.21499,0.15779,11.7244
Octubre,1,3,5,-0.16141,0.20344,0.18057,11.89331
Octubre,1,3,5,-0.11499,0.18017,0.11658,10.47992
Octubre,1,3,5,-0.12422,0.18218,0.12021,10.86752
Octubre,1,3,5,-0.13567,0.18009,0.13205,11.08105
Octubre,1,3,5,-0.09963,0.16804,0.08987,9.88885
Octubre,1,3,5,-0.1008,0.16148,0.09147,10.18887
Octubre,1,3,5,-0.10191,0.15734,0.09505,10.30869
Octubre,1,3,6,-0.0829,0.14635,0.07208,9.11292
Octubre,1,3,6,-0.08043,0.14994,0.06984,9.41522
Octubre,1,3,6,-0.08375,0.14223,0.07345,9.74677
Octubre,1,3,6,-0.08165,0.14885,0.06815,8.88147
Octubre,1,3,6,-0.07707,0.14431,0.06324,9.10193
Octubre,1,3,6,-0.08012,0.14145,0.06882,9.34387
Octubre,1,3,6,-0.07592,0.15258,0.06288,8.78214
Octubre,1,3,6,-0.07667,0.14921,0.0626,8.90079
Octubre,1,3,6,-0.07747,0.1431,0.06415,9.04688
Octubre,1,4,7,-0.0956,0.16345,0.08271,8.9339
Octubre,1,4,7,-0.08926,0.14623,0.07775,8.98349
Octubre,1,4,7,-0.08877,0.15036,0.07566,8.99176
Octubre,1,4,7,-0.08458,0.1541,0.07314,8.7269
Octubre,1,4,7,-0.07819,0.14303,0.07172,8.76004
Octubre,1,4,7,-0.08493,0.16271,0.07852,8.78214
Octubre,1,4,7,-0.07766,0.14603,0.06842,8.59695
Octubre,1,4,7,-0.08154,0.15041,0.07018,8.60803
Octubre,1,4,7,-0.08001,0.15733,0.06732,8.62186
Octubre,1,4,8,-0.09962,0.15279,0.09363,8.91183
Octubre,1,4,8,-0.08989,0.14663,0.08292,8.83456
Octubre,1,4,8,-0.08545,0.14128,0.07262,8.79318
Octubre,1,4,8,-0.09191,0.16502,0.08919,8.8208
Octubre,1,4,8,-0.08568,0.15311,0.07896,8.74069
Octubre,1,4,8,-0.07505,0.13545,0.06663,8.69373
Octubre,1,4,8,-0.09049,0.1502,0.08098,8.77661
Octubre,1,4,8,-0.07936,0.14232,0.07247,8.69925
Octubre,1,4,8,-0.07687,0.14054,0.06837,8.64673
Octubre,2,5,9,-0.14156,0.11494,0.13992,11.11615
Octubre,2,5,9,-0.13835,0.11401,0.13609,11.22678
Octubre,2,5,9,-0.13942,0.10743,0.13919,11.36957
Octubre,2,5,9,-0.14243,0.11926,0.13757,11.70023
Octubre,2,5,9,-0.13647,0.11687,0.1355,11.80219
Octubre,2,5,9,-0.15302,0.11159,0.16062,11.9549
Octubre,2,5,9,-0.12947,0.11819,0.12197,12.27838
Octubre,2,5,9,-0.13697,0.11438,0.13353,12.37445
Octubre,2,5,9,-0.16263,0.11183,0.16722,12.52371
Octubre,2,5,10,-0.13596,0.1099,0.13419,13.29581
Octubre,2,5,10,-0.14548,0.10777,0.14712,13.42264
Octubre,2,5,10,-0.15137,0.10832,0.15464,13.52029
Octubre,2,5,10,-0.15225,0.11347,0.14629,13.55984
Octubre,2,5,10,-0.15732,0.10747,0.15276,13.66791
Octubre,2,5,10,-0.14526,0.11122,0.14616,13.73111
Octubre,2,5,10,-0.13877,0.10444,0.13804,13.66528
Octubre,2,5,10,-0.15228,0.1143,0.15515,13.73111
Octubre,2,5,10,-0.1442,0.11638,0.14709,13.76273
Octubre,2,6,11,-0.1728,0.1232,0.17609,14.08859
Octubre,2,6,11,-0.17211,0.13204,0.18313,13.98883
Octubre,2,6,11,-0.17044,0.13962,0.18568,13.90475
Octubre,2,6,11,-0.17803,0.14384,0.20091,14.50238
Octubre,2,6,11,-0.20184,0.16499,0.23438,14.30615
Octubre,2,6,11,-0.20081,0.17461,0.22817,14.12268
Octubre,2,6,11,-0.24179,0.18995,0.27227,14.89896
Octubre,2,6,11,-0.23287,0.19789,0.25927,14.64081
Octubre,2,6,11,-0.20149,0.1708,0.22728,14.32712
Octubre,2,6,12,-0.33249,0.23705,0.38375,15.63864
Octubre,2,6,12,-0.37153,0.25999,0.42886,15.63086
Octubre,2,6,12,-0.30953,0.21896,0.3576,15.55325
Octubre,2,6,12,-0.28548,0.21542,0.32336,15.6955
Octubre,2,6,12,-0.32303,0.2357,0.36763,15.72134
Octubre,2,6,12,-0.3433,0.25409,0.39659,15.6619
Octubre,2,6,12,-0.24215,0.18169,0.26819,15.63605
Octubre,2,6,12,-0.26476,0.20302,0.30212,15.67999
Octubre,2,6,12,-0.29363,0.24856,0.35281,15.6438
Octubre,2,7,13,-0.23413,0.1908,0.27409,15.30188
Octubre,2,7,13,-0.21038,0.15789,0.23439,15.37448
Octubre,2,7,13,-0.22492,0.15743,0.24082,15.43152
Octubre,2,7,13,-0.21595,0.1648,0.23763,15.13309
Octubre,2,7,13,-0.1967,0.13592,0.20487,15.14087
Octubre,2,7,13,-0.201,0.13997,0.21989,15.15387
Octubre,2,7,13,-0.20223,0.15262,0.21583,15.0239
Octubre,2,7,13,-0.18874,0.14009,0.19891,14.96143
Octubre,2,7,13,-0.20143,0.13421,0.20971,14.92239
Octubre,2,7,14,-0.2896,0.21203,0.33336,15.30966
Octubre,2,7,14,-0.26739,0.20246,0.30759,15.06027
Octubre,2,7,14,-0.21557,0.15576,0.23999,14.82343
Octubre,2,7,14,-0.30953,0.23065,0.36413,15.42374
Octubre,2,7,14,-0.2771,0.20524,0.31791,15.10971
Octubre,2,7,14,-0.21227,0.15824,0.24356,14.80777
Octubre,2,7,14,-0.30139,0.23161,0.3586,15.54803
Octubre,2,7,14,-0.23798,0.19313,0.29342,15.237
Octubre,2,7,14,-0.22233,0.16559,0.2578,14.90936
Octubre,2,8,15,-0.26592,0.21925,0.32424,16.26273
Octubre,2,8,15,-0.24091,0.21347,0.30421,16.05939
Octubre,2,8,15,-0.25789,0.21328,0.318,15.80145
Octubre,2,8,15,-0.25897,0.2133,0.3151,16.30646
Octubre,2,8,15,-0.28248,0.23706,0.35032,16.12378
Octubre,2,8,15,-0.2937,0.23076,0.35722,15.92273
Octubre,2,8,15,-0.32999,0.2493,0.39147,16.38354
Octubre,2,8,15,-0.29481,0.23376,0.35932,16.21127
Octubre,2,8,15,-0.29603,0.23436,0.37162,16.03363
Octubre,2,8,16,-0.30832,0.24845,0.37207,16.21646
Octubre,2,8,16,-0.26467,0.20896,0.33082,16.07742
Octubre,2,8,16,-0.21712,0.20832,0.28184,15.93823
Octubre,2,8,16,-0.3215,0.27236,0.38521,16.11606
Octubre,2,8,16,-0.21638,0.20255,0.27406,16.02332
Octubre,2,8,16,-0.21133,0.19433,0.26524,15.92273
Octubre,2,8,16,-0.30675,0.25238,0.36138,15.98721
Octubre,2,8,16,-0.23725,0.20946,0.29234,15.90469
Octubre,2,8,16,-0.2184,0.1792,0.26254,15.80145
Octubre,3,9,17,-0.18147,0.1684,0.21982,13.76532
Octubre,3,9,17,-0.1739,0.16132,0.20322,13.68109
Octubre,3,9,17,-0.15763,0.12362,0.17269,13.58093
Octubre,3,9,17,-0.16362,0.13257,0.17408,13.5361
Octubre,3,9,17,-0.15716,0.13253,0.17113,13.47806
Octubre,3,9,17,-0.14675,0.13219,0.17301,13.41205
Octubre,3,9,17,-0.14158,0.11156,0.14946,13.34604
Octubre,3,9,17,-0.1532,0.12573,0.16052,13.29846
Octubre,3,9,17,-0.15075,0.1178,0.15699,13.24823
Octubre,3,9,18,-0.13317,0.09315,0.13308,13.16354
Octubre,3,9,18,-0.15119,0.10771,0.14885,13.14502
Octubre,3,9,18,-0.13737,0.09751,0.13587,13.13971
Octubre,3,9,18,-0.12637,0.09065,0.11803,13.00461
Octubre,3,9,18,-0.13322,0.08888,0.13377,13.02051
Octubre,3,9,18,-0.14023,0.09044,0.13475,13.06293
Octubre,3,9,18,-0.12413,0.09037,0.12015,12.87994
Octubre,3,9,18,-0.13446,0.08626,0.12781,12.90912
Octubre,3,9,18,-0.14085,0.0929,0.1395,12.97812
Octubre,3,10,19,-0.11143,0.0831,0.09637,12.4491
Octubre,3,10,19,-0.11035,0.08126,0.09856,12.45975
Octubre,3,10,19,-0.10714,0.07685,0.09886,12.48642
Octubre,3,10,19,-0.10817,0.08343,0.09752,12.33176
Octubre,3,10,19,-0.11475,0.08739,0.10521,12.36646
Octubre,3,10,19,-0.12505,0.09706,0.11891,12.39578
Octubre,3,10,19,-0.11231,0.08491,0.10108,12.24368
Octubre,3,10,19,-0.11168,0.08357,0.09982,12.29709
Octubre,3,10,19,-0.10068,0.08541,0.09567,12.3371
Octubre,3,10,20,-0.12739,0.09717,0.11514,12.16354
Octubre,3,10,20,-0.11374,0.09916,0.10923,12.22501
Octubre,3,10,20,-0.10948,0.0961,0.10278,12.28107
Octubre,3,10,20,-0.09745,0.09737,0.09401,12.09137
Octubre,3,10,20,-0.09952,0.10166,0.09561,12.14487
Octubre,3,10,20,-0.10507,0.10341,0.10069,12.19296
Octubre,3,10,20,-0.10119,0.09628,0.08738,12.01379
Octubre,3,10,20,-0.10187,0.09581,0.08935,12.05392
Octubre,3,10,20,-0.10232,0.09962,0.09108,12.078
Octubre,3,11,21,-0.09611,0.0911,0.0805,11.90939
Octubre,3,11,21,-0.09938,0.08607,0.08177,11.91208
Octubre,3,11,21,-0.09899,0.08872,0.08516,11.92279
Octubre,3,11,21,-0.09202,0.08466,0.07654,11.92816
Octubre,3,11,21,-0.09383,0.08753,0.07977,11.92816
Octubre,3,11,21,-0.09735,0.08932,0.08481,11.92816
Octubre,3,11,21,-0.09085,0.08083,0.08027,11.95224
Octubre,3,11,21,-0.09414,0.08637,0.0797,11.9549
Octubre,3,11,21,-0.09706,0.08402,0.0826,11.93887
Octubre,3,11,22,-0.08673,0.10173,0.08541,11.89331
Octubre,3,11,22,-0.09158,0.08887,0.09204,11.8692
Octubre,3,11,22,-0.10202,0.08818,0.09718,11.84241
Octubre,3,11,22,-0.11073,0.10263,0.09482,11.81558
Octubre,3,11,22,-0.12015,0.10202,0.10172,11.78073
Octubre,3,11,22,-0.10905,0.10118,0.10153,11.75391
Octubre,3,11,22,-0.08724,0.09303,0.07413,11.75122
Octubre,3,11,22,-0.07701,0.09913,0.07708,11.69489
Octubre,3,11,22,-0.07956,0.10774,0.08454,11.66266
Octubre,3,12,23,-0.14739,0.11033,0.14612,12.25168
Octubre,3,12,23,-0.10851,0.09478,0.10563,12.02719
Octubre,3,12,23,-0.09295,0.08542,0.08298,11.82095
Octubre,3,12,23,-0.11839,0.12326,0.14611,12.28909
Octubre,3,12,23,-0.11119,0.09783,0.11131,12.03522
Octubre,3,12,23,-0.10244,0.09145,0.09513,11.79147
Octubre,3,12,23,-0.1274,0.11002,0.142,12.31845
Octubre,3,12,23,-0.10125,0.09571,0.11377,12.05927
Octubre,3,12,23,-0.09369,0.08783,0.09398,11.80219
Octubre,3,12,24,-0.11837,0.09786,0.11859,12.24103
Octubre,3,12,24,-0.1402,0.10805,0.1389,12.16623
Octubre,3,12,24,-0.1186,0.08899,0.1179,12.08334
Octubre,3,12,24,-0.12985,0.09582,0.1289,12.54236
Octubre,3,12,24,-0.15582,0.13975,0.1839,12.4411
Octubre,3,12,24,-0.12479,0.10611,0.13535,12.23834
Octubre,3,12,24,-0.16848,0.16492,0.2168,12.84808
Octubre,3,12,24,-0.15885,0.14467,0.18948,12.60355
Octubre,3,12,24,-0.14658,0.12443,0.16593,12.37711
Octubre,4,13,25,-0.0684,0.14314,0.08396,11.66266
Octubre,4,13,25,-0.06391,0.14885,0.07956,11.51489
Octubre,4,13,25,-0.05646,0.15399,0.06905,11.33994
Octubre,4,13,25,-0.06901,0.14538,0.08202,11.57669
Octubre,4,13,25,-0.06577,0.15222,0.07809,11.4288
Octubre,4,13,25,-0.05587,0.15672,0.06653,11.25912
Octubre,4,13,25,-0.05907,0.13572,0.06425,11.46915
Octubre,4,13,25,-0.05135,0.15105,0.06271,11.32379
Octubre,4,13,25,-0.04126,0.15535,0.05241,11.16742
Octubre,4,13,26,-0.0973,0.1069,0.1062,11.49875
Octubre,4,13,26,-0.09662,0.11177,0.10689,11.53638
Octubre,4,13,26,-0.08266,0.11189,0.09087,11.52292
Octubre,4,13,26,-0.09337,0.11513,0.10349,11.4288
Octubre,4,13,26,-0.09739,0.12048,0.09956,11.42612
Octubre,4,13,26,-0.08948,0.10737,0.0861,11.40457
Octubre,4,13,26,-0.09589,0.11583,0.09186,11.32648
Octubre,4,13,26,-0.08189,0.10642,0.07478,11.31299
Octubre,4,13,26,-0.06825,0.10524,0.06806,11.28336
Octubre,4,14,27,-0.0953,0.1061,0.08909,11.21329
Octubre,4,14,27,-0.09073,0.10133,0.07941,11.1998
Octubre,4,14,27,-0.08189,0.10213,0.0723,11.19171
Octubre,4,14,27,-0.07827,0.1033,0.07307,11.07297
Octubre,4,14,27,-0.07769,0.09924,0.07058,11.05136
Octubre,4,14,27,-0.08421,0.10053,0.07403,11.03784
Octubre,4,14,27,-0.0868,0.10701,0.07561,10.94595
Octubre,4,14,27,-0.0835,0.10267,0.06951,10.90811
Octubre,4,14,27,-0.08722,0.09557,0.06859,10.87564
Octubre,4,14,28,-0.10103,0.09539,0.08885,10.7836
Octubre,4,14,28,-0.08399,0.09265,0.07143,10.65356
Octubre,4,14,28,-0.0781,0.09659,0.06541,10.53418
Octubre,4,14,28,-0.09709,0.09075,0.08761,10.71863
Octubre,4,14,28,-0.09939,0.0855,0.08765,10.54504
Octubre,4,14,28,-0.08874,0.09077,0.07401,10.40109
Octubre,4,14,28,-0.10372,0.08836,0.09382,10.7132
Octubre,4,14,28,-0.09939,0.0855,0.08765,10.54504
Octubre,4,14,28,-0.09577,0.08759,0.08338,10.37665
Octubre,4,15,29,-0.12281,0.08904,0.12252,11.38034
Octubre,4,15,29,-0.12786,0.09294,0.12669,11.25641
Octubre,4,15,29,-0.11868,0.09016,0.11427,11.09726
Octubre,4,15,29,-0.12429,0.0873,0.12127,11.50681
Octubre,4,15,29,-0.1195,0.08964,0.11875,11.36688
Octubre,4,15,29,-0.11657,0.09508,0.12142,11.17282
Octubre,4,15,29,-0.12347,0.08966,0.12817,11.63312
Octubre,4,15,29,-0.13369,0.09837,0.13544,11.47183
Octubre,4,15,29,-0.13141,0.09473,0.12952,11.24023
Octubre,4,15,30,-0.12256,0.09016,0.12393,11.50412
Octubre,4,15,30,-0.1181,0.08156,0.11979,11.49066
Octubre,4,15,30,-0.1349,0.09104,0.13372,11.55789
Octubre,4,15,30,-0.12965,0.09043,0.12965,11.51758
Octubre,4,15,30,-0.13019,0.08625,0.12557,11.54175
Octubre,4,15,30,-0.12631,0.08874,0.13275,11.60895
Octubre,4,15,30,-0.12945,0.08591,0.13457,11.55789
Octubre,4,15,30,-0.1307,0.09744,0.14087,11.60086
Octubre,4,15,30,-0.1357,0.09928,0.14388,11.63043
Octubre,4,16,31,-0.16187,0.13226,0.17449,11.78342
Octubre,4,16,31,-0.14403,0.11553,0.14725,11.69754
Octubre,4,16,31,-0.13591,0.0924,0.13376,11.61429
Octubre,4,16,31,-0.12686,0.09882,0.12285,11.57401
Octubre,4,16,31,-0.13198,0.10394,0.12794,11.56058
Octubre,4,16,31,-0.12516,0.09328,0.12778,11.53369
Octubre,4,16,31,-0.11113,0.08988,0.11543,11.36688
Octubre,4,16,31,-0.11597,0.09199,0.11649,11.44495
Octubre,4,16,31,-0.12414,0.08819,0.12246,11.49335
Octubre,4,16,32,-0.12741,0.10606,0.13599,11.49603
Octubre,4,16,32,-0.12932,0.10375,0.13569,11.60626
Octubre,4,16,32,-0.12805,0.10424,0.13305,11.53369
Octubre,4,16,32,-0.12654,0.09958,0.12707,11.33725
